stt,unnamed_1,linh_vuc,so_tiep_nhan,ngay_tiep_nhan,han_tra,ket_qua,ten_co_so,chu_co_so,đia_chi,phuong_xa,quan_huyen,so_gcn_dkkd,loai_hinh_co_so,so_gcn_attp,ngay_cap_gcn_attp,so_gcn_cap_lan_2,ngay_cap_lan_2,so_gcn_cap_đau_tien,ngay_cap_dau_tien,chuyen_vien_thu_ly,tinh_thanh,ten_co_so_norm,quan_huyen_norm,phuong_xa_norm,thoi_han_gcn_attp,processing_days,attp_valid
1403,,YT,,2023-03-30,2023-04-28,,đia điem kinh doanh - cong ty tnhh dich vu thuc pham va giai khat viet nam,VÕ THỊ PHI PHƯƠNG,"Số 756 Hương Lộ 2, Khu phố 6",binh tri đong a,binh tan,,kinh doanh dich vu an uong,1403,2023-04-14,,,,,,ho chi minh,đia điem kinh doanh - cong ty tnhh dich vu thuc pham va giai khat viet nam,binh tan,binh tri đong a,2026-04-13,15.0,True
1404,,YT,,2023-03-30,2023-04-28,,cong ty co phan đau tu thuong mai dich vu d&d,LÊ DANH HIẾU,"Tầng trệt, Block H-I, Tòa nhà Chung Cư Tecco, 4449 Nguyễn Cửu Phú",tan tao a,binh tan,,kinh doanh dich vu an uong,1404,2023-04-14,,,,,,ho chi minh,cong ty co phan đau tu thuong mai dich vu d&d,binh tan,tan tao a,2026-04-13,15.0,True
1405,,YT,,2023-03-30,2023-04-27,,cong ty tnhh mtv nha hang quan thao,PHAN THỊ ĐÀO,58 - 60 Đường Số 2,an lac a,binh tan,,kinh doanh dich vu an uong,1405,2023-04-14,,,,,,ho chi minh,cong ty tnhh mtv nha hang quan thao,binh tan,an lac a,2026-04-13,15.0,True
1406,,YT,,2023-03-30,2023-04-28,,chi nhanh cong ty co phan thuong mai dich vu xuat nhap khau tan phuc loc tho - nha hang be vang,NGUYỄN THANH BÌNH,110 - 110A - 112 - 112A Đường Vành Đai Trong,binh tri đong b,binh tan,,kinh doanh dich vu an uong,1406,2023-04-14,,,,,,ho chi minh,chi nhanh cong ty co phan thuong mai dich vu xuat nhap khau tan phuc loc tho - nha hang be vang,binh tan,binh tri đong b,2026-04-13,15.0,True
1407,,NN,,2023-03-30,2023-04-21,,ho kinh doanh truong phat,,"6E Đường số 2B, Khu phố 9",binh hung hoa a,binh tan,,"xay, đong goi ca phe",1407,2023-04-14,,,,,,ho chi minh,ho kinh doanh truong phat,binh tan,binh hung hoa a,2026-04-13,15.0,True
1408,,"CT, YT",,2023-03-31,2023-05-01,,cong ty tnhh cong nghe thuc pham s.k,NGUYỄN KIM ANH,"Số 10 Đường 29, KP4-Phạm Văn Đồng",hiep binh chanh,thu đuc,,"san xuat: so co la, pho mai, com, si ro; phoi tron, đong goi: bot ca cao, bot lam banh, phu gia thuc pham dang bot, dang long; che bien sot bo toi",1408,2023-04-14,,,,,,ho chi minh,cong ty tnhh cong nghe thuc pham s.k,thu đuc,hiep binh chanh,2026-04-13,14.0,True
1409,,YT,,2023-03-31,2023-05-01,,chi nhanh cong ty tnhh lamaqua - xuong san xuat,PHẠM THỊ KIM ANH,23/11C đường 27,hiep binh chanh,thu đuc,,"san xuat nuoc uong đong binh, đong chai",1409,2023-04-14,,,,,,ho chi minh,chi nhanh cong ty tnhh lamaqua - xuong san xuat,thu đuc,hiep binh chanh,2026-04-13,14.0,True
1410,,CT,,2023-03-31,2023-05-01,,cong ty tnhh tra thu cong scobylee viet nam,LEO THỊ HƯƠNG GIANG,"11 Đường số 14, Khu đô thị Vạn Phúc",hiep binh chanh,thu đuc,,che bien tra trai cay len men kombucha,1410,2023-04-14,,,,,,ho chi minh,cong ty tnhh tra thu cong scobylee viet nam,thu đuc,hiep binh chanh,2026-04-13,14.0,True
1411,,NN,,2023-04-03,2023-04-25,,cong ty tnhh xnk nong san minh anh,,226/22/17 Đường 8,linh xuan,thu đuc,317699901.0,"đong goi rau, cu, qua",1411,2023-04-14,,,,,,ho chi minh,cong ty tnhh xnk nong san minh anh,thu đuc,linh xuan,2026-04-13,11.0,True
1412,,YT,,2023-03-31,2023-04-28,,cong ty tnhh nha hang sushi 88,LÃ THỊ THU THỦY,44-46 Đường Số 14,tan hung,7,,kinh doanh dich vu an uong,1412,2023-04-14,,,,,,ho chi minh,cong ty tnhh nha hang sushi 88,7,tan hung,2026-04-13,14.0,True
1413,,YT,,2023-04-03,2023-05-05,,cong ty tnhh thuong mai nghi duong va suc khoe lotus land,LÊ THỊ THU TRINH,137 - 139 - 141 đường Tôn Dật Tiên,tan phong,7,,kinh doanh dich vu an uong,1413,2023-04-14,,,,,,ho chi minh,cong ty tnhh thuong mai nghi duong va suc khoe lotus land,7,tan phong,2026-04-13,11.0,True
1414,,YT,,2023-04-06,2023-05-10,,cong ty tnhh hai di lao viet nam holdings - đia điem kinh doanh nha hang hai di lao so 3,LI MIN,"5F-51 (BOH) tại Lầu 5; 6F-51, 52, 53, 54A, 54B tại Lầu 6, Khu Crescent Mall, số 101 Tôn Dật Tiên, Phú Mỹ Hưng",tan phu,7,,kinh doanh dich vu an uong,1414,2023-04-14,,,,,,ho chi minh,cong ty tnhh hai di lao viet nam holdings - đia điem kinh doanh nha hang hai di lao so 3,7,tan phu,2026-04-13,8.0,True
1415,,YT,,2023-04-06,2023-05-10,,đia điem kinh doanh so 44 - chi nhanh tai thanh pho ho chi minh - cong ty co phan thuong mai dich vu taco viet nam,TRƯƠNG THỊ THANH HUYỀN,"164 Lâm Văn Bền, Khu Phố 4",tan quy,7,,kinh doanh dich vu an uong,1415,2023-04-14,,,,,,ho chi minh,đia điem kinh doanh so 44 - chi nhanh tai thanh pho ho chi minh - cong ty co phan thuong mai dich vu taco viet nam,7,tan quy,2026-04-13,8.0,True
1416,,YT,,2023-04-06,2023-05-10,,đia điem kinh doanh - cong ty tnhh dich vu thuc pham va giai khat viet nam,VÕ THỊ PHI PHƯƠNG,519 Nguyễn Thị Thập,tan phong,7,,kinh doanh dich vu an uong,1416,2023-04-14,,,,,,ho chi minh,đia điem kinh doanh - cong ty tnhh dich vu thuc pham va giai khat viet nam,7,tan phong,2026-04-13,8.0,True
1417,,YT,,2023-03-31,2023-04-28,,cong ty tnhh kinh doanh thuong mai dich vu hoa lien - đia điem kinh doanh so 1,TRƯƠNG THỊ THANH LIÊN,"G8/1 Trần Văn Giàu , Ấp 7 ",le minh xuan,binh chanh,,kinh doanh dich vu an uong,1417,2023-04-14,,,,,,ho chi minh,cong ty tnhh kinh doanh thuong mai dich vu hoa lien - đia điem kinh doanh so 1,binh chanh,le minh xuan,2026-04-13,14.0,True
1418,,YT,,2023-03-31,2023-05-01,,ho kinh doanh nguyen gia i,TRẦN THỊ DIỄM TRINH,270/7A Lê Đình Cẩn,tan tao,binh tan,,san xuat nuoc uong đong binh,1418,2023-04-17,,,,,,ho chi minh,ho kinh doanh nguyen gia i,binh tan,tan tao,2026-04-16,17.0,True
1419,,YT,,2023-03-29,2023-04-27,,đia điem kinh doanh cong ty co phan thuong mai dich vu the only way – nha hang c.tao – hcm 1,TRẦN VIỆT ANH KHÔI,"Căn số 1.12A và 1.12B, Tầng 1, Tháp B, Chung cư The Galleria Residence - Số 20, Đường Nguyễn Thiện Thành",thu thiem,thu đuc,,kinh doanh dich vu an uong,1419,2023-04-17,,,,,,ho chi minh,đia điem kinh doanh cong ty co phan thuong mai dich vu the only way – nha hang c.tao – hcm 1,thu đuc,thu thiem,2026-04-16,19.0,True
1420,,YT,,2023-03-29,2023-04-26,,cong ty tnhh hop gia vi,TRẦN VŨ BÌNH,"L4-04-05 Tầng L4 Tòa nhà VINCOM MEGAMALL Thảo Điền,161 đường Xa Lộ Hà Nội",thao đien,thu đuc,,kinh doanh dich vu an uong,1420,2023-04-17,,,,,,ho chi minh,cong ty tnhh hop gia vi,thu đuc,thao đien,2026-04-16,19.0,True
1421,,YT,,2023-03-29,2023-04-27,,đia điem kinh doanh sono grill x bar - cong ty co phan pioneer wine group,ĐỖ HỒNG QUÂN,215B37 Nguyễn Văn Hưởng,thao đien,thu đuc,,kinh doanh dich vu an uong,1421,2023-04-17,,,,,,ho chi minh,đia điem kinh doanh sono grill x bar - cong ty co phan pioneer wine group,thu đuc,thao đien,2026-04-16,19.0,True
1422,,YT,,2023-03-29,2023-04-27,,cong ty tnhh ngoc anh water,DƯƠNG HỮU THOẠI,"36 Đường 5, Khu Phố 2",cat lai,thu đuc,,san xuat nuoc uong đong binh,1422,2023-04-17,,,,,,ho chi minh,cong ty tnhh ngoc anh water,thu đuc,cat lai,2026-04-16,19.0,True
1423,,YT,,2023-03-31,2023-05-01,,cong ty tnhh nha hang huong que .vn,TRƯƠNG VĂN TRƯỜNG,"12 Đường Trần Não, Khu Phố 2",an khanh,thu đuc,,kinh doanh dich vu an uong,1423,2023-04-17,,,,,,ho chi minh,cong ty tnhh nha hang huong que .vn,thu đuc,an khanh,2026-04-16,17.0,True
1424,,YT,,2023-03-30,2023-04-28,,cong ty tnhh annie cookie,NGUYỄN THỊ THÙY TRANG,Số 63 Đường Xuân Thủy,thao đien,thu đuc,,kinh doanh dich vu an uong,1424,2023-04-17,,,,,,ho chi minh,cong ty tnhh annie cookie,thu đuc,thao đien,2026-04-16,18.0,True
1425,,YT,,2023-03-31,2023-05-01,,cong ty tnhh nha hang thanh phat . vn,ĐOÀN VĂN QUYỀN,"16 Đường Trần Não, Khu Phố 2",an khanh,thu đuc,,kinh doanh dich vu an uong,1425,2023-04-17,,,,,,ho chi minh,cong ty tnhh nha hang thanh phat . vn,thu đuc,an khanh,2026-04-16,17.0,True
1426,,YT,,2023-03-30,2023-04-28,,đia điem kinh doanh 1 cong ty tnhh san xuat thuong mai dich vu hung anh,PHẠM VĂN NAM,108 Lê Văn Thịnh,binh trung tay,thu đuc,,kinh doanh dich vu an uong,1426,2023-04-17,,,,,,ho chi minh,đia điem kinh doanh 1 cong ty tnhh san xuat thuong mai dich vu hung anh,thu đuc,binh trung tay,2026-04-16,18.0,True
1427,,CT,,2023-04-03,2023-05-05,,đia điem kinh doanh so 029 - cong ty co phan king food market,NGUYỄN THỊ NGỌC THÚY,"160A Nguyễn Thị Định, Khu phố 2",an phu,thu đuc,,ban le nhom san pham theo danh muc,1427,2023-04-17,,,,,,ho chi minh,đia điem kinh doanh so 029 - cong ty co phan king food market,thu đuc,an phu,2026-04-16,14.0,True
1428,,"CT, NN. YT",,2023-04-03,2023-05-05,,sieu thi eb thao đien - cong ty tnhh eb tan phu,OLIVIER BERNARD R.LANGLET,"Tầng hầm lửng, Toà nhà Thảo Điền Pearl, số 12, đường Quốc Hương",thao đien,thu đuc,,"ban le nhom san pham theo danh muc; san xuat cac loai banh tu bot (tru banh kem, banh trung thu); kinh doanh dich vu an uong; so che: rau, cu, qua, thit, thuy san",1428,2023-04-17,,,,,,ho chi minh,sieu thi eb thao đien - cong ty tnhh eb tan phu,thu đuc,thao đien,2026-04-16,14.0,True
1429,,"CT, YT",,2023-04-06,2023-05-10,,cua hang tien loi ministop so 198 - đia điem kinh doanh cong ty tnhh ministop viet nam,HOÀNG THU HƯỜNG,143 Đường Số 28,6,go vap,,ban le nhom san pham theo danh muc; kinh doanh dich vu an uong,1429,2023-04-17,,,,,,ho chi minh,cua hang tien loi ministop so 198 - đia điem kinh doanh cong ty tnhh ministop viet nam,go vap,6,2026-04-16,11.0,True
1430,,YT,,2023-03-29,2023-04-27,,đia điem kinh doanh 20 cong ty co phan pizza ngon - nha hang the pizza company,LÊ ĐÌNH HỘI,322B Phạm Hùng và 324A Chánh Hưng,5,8,,kinh doanh dich vu an uong,1430,2023-04-17,,,,,,ho chi minh,đia điem kinh doanh 20 cong ty co phan pizza ngon - nha hang the pizza company,8,5,2026-04-16,19.0,True
1431,,"CT, NN",,2023-03-31,2023-05-01,,chi nhanh lien hiep hop tac xa thuong mai tp. ho chi minh - co.opmart đo van day,HUỲNH KIM THU THỦY,"Số 18 Đường Đỗ Văn Dậy, ấp Tân Thới 1",tan hiep,hoc mon,,"ban le nhom san pham theo danh muc; so che: rau, cu, qua, thuy hai san",1431,2023-04-17,,,,,,ho chi minh,chi nhanh lien hiep hop tac xa thuong mai tp. ho chi minh - co.opmart đo van day,hoc mon,tan hiep,2026-04-16,17.0,True
1432,,NN,,2023-04-06,2023-04-28,,ho kinh doanh gio cha minh hoang,,92/6C ấp 4,xuan thoi thuong,hoc mon,,che bien gio cha,1432,2023-04-17,,,,,,ho chi minh,ho kinh doanh gio cha minh hoang,hoc mon,xuan thoi thuong,2026-04-16,11.0,True
1433,,NN,,2023-04-06,2023-04-28,,chi nhanh 2 cong ty tnhh xuat nhap khau thuc pham hai ngan tuyet,,"D32 Khu dân cư và Chợ Đầu mối phía Bắc Thành phố, Ấp Mỹ Hòa 4",xuan thoi đong,hoc mon,,"kinh doanh thit heo, thit bo, thit ga",1433,2023-04-17,,,,,,ho chi minh,chi nhanh 2 cong ty tnhh xuat nhap khau thuc pham hai ngan tuyet,hoc mon,xuan thoi đong,2026-04-16,11.0,True
1434,,CT,,2023-04-06,2023-05-09,,đia điem kinh doanh winmart+ hcm 571 - chi nhanh ho chi minh - cong ty co phan dich vu thuong mai tong hop wincommerce,PHẠM THỊ THU HƯƠNG,"34/5B Trung Mỹ - Tân Xuân, Ấp Mỹ Huề",trung chanh,hoc mon,,ban le nhom san pham theo danh muc,1434,2023-04-17,,,,,,ho chi minh,đia điem kinh doanh winmart+ hcm 571 - chi nhanh ho chi minh - cong ty co phan dich vu thuong mai tong hop wincommerce,hoc mon,trung chanh,2026-04-16,11.0,True
1435,,YT,,2023-04-06,2023-05-10,,chi nhanh cong ty tnhh thuong mai dich vu vu ky thu,VÕ NHẬT TRƯỜNG,8 - 8A Nguyễn Văn Trỗi,17,phu nhuan,,kinh doanh dich vu an uong,1435,2023-04-17,,,,,,ho chi minh,chi nhanh cong ty tnhh thuong mai dich vu vu ky thu,phu nhuan,17,2026-04-16,11.0,True
1436,,CT,,2023-04-06,2023-05-10,,đia điem kinh doanh winmart+ hcm 577 - chi nhanh ho chi minh - cong ty co phan dich vu thuong mai tong hop wincommerce,PHẠM THỊ THU HƯƠNG,8/17 Đông Thạnh 3,đong thanh,hoc mon,,ban le nhom san pham theo danh muc,1436,2023-04-17,,,,,,ho chi minh,đia điem kinh doanh winmart+ hcm 577 - chi nhanh ho chi minh - cong ty co phan dich vu thuong mai tong hop wincommerce,hoc mon,đong thanh,2026-04-16,11.0,True
1437,,YT,,2023-04-06,2023-05-10,,chi nhanh cong ty tnhh eddie's tai quan 7,TRẦN LÊ THANH HẰNG,"408 (khu Mỹ Toàn 2), đường Phạm Thái Bường",tan phong,7,,kinh doanh dich vu an uong,1437,2023-04-17,,,,,,ho chi minh,chi nhanh cong ty tnhh eddie's tai quan 7,7,tan phong,2026-04-16,11.0,True
1438,,CT,,2023-04-07,2023-05-10,,đia điem kinh doanh cong ty tnhh square mart,TRẦN THỊ KIỀU,110 đường Gò Ô Môi,phu thuan,7,,ban le nhom san pham theo danh muc,1438,2023-04-17,,,,,,ho chi minh,đia điem kinh doanh cong ty tnhh square mart,7,phu thuan,2026-04-16,10.0,True
1439,,NN,,2023-04-07,2023-05-10,,cong ty tnhh thuong mai huou sao viet,,"Số 36 Đường số 5, khu dân cư Tấn Trường, khu phố 2",phu thuan,7,313991951.0,"cat, đong goi: sung huou kho, che bien cao sung huou",1439,2023-04-17,,,,,,ho chi minh,cong ty tnhh thuong mai huou sao viet,7,phu thuan,2026-04-16,10.0,True
1440,,NN,,2023-03-30,2023-04-21,,cong ty tnhh thuong mai dich vu xuat nhap khau thuan viet,,"Khu A, Khu Hangar Vasco, A75 Bạch Đằng",2,tan binh,310410140.0,"so che, đong goi: rau, cu, qua; kinh doanh: thit, thuy san, trung",1440,2023-04-17,,,,,,ho chi minh,cong ty tnhh thuong mai dich vu xuat nhap khau thuan viet,tan binh,2,2026-04-16,18.0,True
1441,,YT,,2023-04-06,2023-05-10,,cong ty tnhh arovi ca phe,TRẦN VĂN HỌC,86 Phó Đức Chính,1,binh thanh,,kinh doanh dich vu an uong,1441,2023-04-18,,,,,,ho chi minh,cong ty tnhh arovi ca phe,binh thanh,1,2026-04-17,12.0,True
1442,,CT,,2023-04-07,2023-05-11,,chi nhanh tong cong ty thuong mai sai gon - tnhh mot thanh vien - trung tam đieu hanh cua hang tien loi satra (satrafoods) – cua hang thuc pham tien loi satrafoods,TRẦN QUANG THUẬN,112 Phan Văn Hân,17,binh thanh,,ban le nhom san pham theo danh muc,1442,2023-04-18,,,,,,ho chi minh,chi nhanh tong cong ty thuong mai sai gon - tnhh mot thanh vien - trung tam đieu hanh cua hang tien loi satra (satrafoods) – cua hang thuc pham tien loi satrafoods,binh thanh,17,2026-04-17,11.0,True
1443,,CT,,2023-04-06,2023-05-10,,đia điem kinh doanh winmart+ hcm 475 - chi nhanh ho chi minh - cong ty co phan dich vu thuong mai tong hop wincommerce,PHẠM THỊ THU HƯƠNG,"Lô thương mại TM02, Tầng 1+2, thuộc dự án Khu chung cư cao tầng Lavita Charm, Đường số 1",truong tho,thu đuc,,ban le nhom san pham theo danh muc,1443,2023-04-18,,,,,,ho chi minh,đia điem kinh doanh winmart+ hcm 475 - chi nhanh ho chi minh - cong ty co phan dich vu thuong mai tong hop wincommerce,thu đuc,truong tho,2026-04-17,12.0,True
1444,,YT,,2023-04-06,2023-05-10,,đia điem kinh doanh cong ty co phan thuong mai dich vu tra ca phe vn – the coffee house – cua hang so 43,NGÔ NGUYÊN KHA,787 Lũy Bán Bích,tan thanh,tan phu,,kinh doanh dich vu an uong,1444,2023-04-18,,,,,,ho chi minh,đia điem kinh doanh cong ty co phan thuong mai dich vu tra ca phe vn – the coffee house – cua hang so 43,tan phu,tan thanh,2026-04-17,12.0,True
1445,,CT,,2023-04-06,2023-05-10,,đia điem kinh doanh winmart+ hcm 566 - chi nhanh ho chi minh - cong ty co phan dich vu thuong mai tong hop wincommerce,PHẠM THỊ THU HƯƠNG,9A Thoại Ngọc Hầu,hoa thanh,tan phu,,ban le nhom san pham theo danh muc,1445,2023-04-18,,,,,,ho chi minh,đia điem kinh doanh winmart+ hcm 566 - chi nhanh ho chi minh - cong ty co phan dich vu thuong mai tong hop wincommerce,tan phu,hoa thanh,2026-04-17,12.0,True
1446,,CT,,2023-04-06,2023-05-10,,đia điem kinh doanh winmart+ hcm 569 - chi nhanh ho chi minh - cong ty co phan dich vu thuong mai tong hop wincommerce,PHẠM THỊ THU HƯƠNG,137 Lương Thế Vinh,tan thoi hoa,tan phu,,ban le nhom san pham theo danh muc,1446,2023-04-18,,,,,,ho chi minh,đia điem kinh doanh winmart+ hcm 569 - chi nhanh ho chi minh - cong ty co phan dich vu thuong mai tong hop wincommerce,tan phu,tan thoi hoa,2026-04-17,12.0,True
1447,,CT,,2023-04-06,2023-05-10,,cua hang tien loi ministop so 203 - đia điem kinh doanh cong ty tnhh ministop viet nam,HOÀNG THU HƯỜNG,316C - 318 Trịnh Đình Trọng,hoa thanh,tan phu,,ban le nhom san pham theo danh muc; kinh doanh dich vu an uong,1447,2023-04-18,,,,,,ho chi minh,cua hang tien loi ministop so 203 - đia điem kinh doanh cong ty tnhh ministop viet nam,tan phu,hoa thanh,2026-04-17,12.0,True
1448,,YT,,2023-04-07,2023-05-11,,đia điem kinh doanh - chi nhanh cong ty co phan thuong mai dich vu cong vang (tp ha noi) – nha hang gogi house,HÀ THÚC TÚ,303 Âu Cơ,phu trung,tan phu,,kinh doanh dich vu an uong,1448,2023-04-18,,,,,,ho chi minh,đia điem kinh doanh - chi nhanh cong ty co phan thuong mai dich vu cong vang (tp ha noi) – nha hang gogi house,tan phu,phu trung,2026-04-17,11.0,True
1449,,YT,,2023-04-07,2023-05-11,,đia điem kinh doanh - chi nhanh cong ty co phan thuong mai dich vu cong vang (tp ha noi) – nha hang manwah,HÀ THÚC TÚ,"Lô 1S5, Tầng trệt, Trung Tâm Thương Mại TOPS Âu Cơ, Số 685 Âu Cơ",tan thanh,tan phu,,kinh doanh dich vu an uong,1449,2023-04-18,,,,,,ho chi minh,đia điem kinh doanh - chi nhanh cong ty co phan thuong mai dich vu cong vang (tp ha noi) – nha hang manwah,tan phu,tan thanh,2026-04-17,11.0,True
1450,,YT,,2023-04-07,2023-05-11,,cong ty tnhh xay dung san xuat tan trong phat,VŨ HOÀNG MINH TRỌNG,72-74 đường D11,tay thanh,tan phu,,san xuat nuoc uong đong binh,1450,2023-04-18,,,,,,ho chi minh,cong ty tnhh xay dung san xuat tan trong phat,tan phu,tay thanh,2026-04-17,11.0,True
1451,,CT,,2023-04-07,2023-05-10,,đia điem kinh doanh winmart+ hcm 572 - chi nhanh ho chi minh - cong ty co phan dich vu thuong mai tong hop wincommerce,PHẠM THỊ THU HƯƠNG,117-119 Trần Văn Kiểu,10,6,,ban le nhom san pham theo danh muc,1451,2023-04-18,,,,,,ho chi minh,đia điem kinh doanh winmart+ hcm 572 - chi nhanh ho chi minh - cong ty co phan dich vu thuong mai tong hop wincommerce,6,10,2026-04-17,11.0,True
1452,,YT,,2023-04-07,2023-05-10,,cong ty tnhh sx tm oc ken,NGUYỄN THỊ ĐAN PHƯỢNG,18 Trần Hưng Đạo,pham ngu lao,1,,kinh doanh dich vu an uong,1452,2023-04-18,,,,,,ho chi minh,cong ty tnhh sx tm oc ken,1,pham ngu lao,2026-04-17,11.0,True
1453,,YT,,2023-03-31,2023-04-28,,cong ty tnhh thuong mai dich vu nha hang the king,TRẦN VĂN THẢO,102-104 Lê Lai,ben thanh,1,,kinh doanh dich vu an uong,1453,2023-04-18,,,,,,ho chi minh,cong ty tnhh thuong mai dich vu nha hang the king,1,ben thanh,2026-04-17,18.0,True
1454,,YT,,2023-03-30,2023-04-28,,đia điem kinh doanh cong ty co phan thuong mai cc - cua hang cheese coffee pasteur,NGUYỄN LÂM QUỐC TRUNG,15 (Tầng 1) Pasteur,nguyen thai binh,1,,kinh doanh dich vu an uong,1454,2023-04-18,,,,,,ho chi minh,đia điem kinh doanh cong ty co phan thuong mai cc - cua hang cheese coffee pasteur,1,nguyen thai binh,2026-04-17,19.0,True
1455,,YT,,2023-03-30,2023-04-28,,chi nhanh 6 cong ty co phan v lotus holdings - nha hang yoshinoya,NGUYỄN MẠNH TỪ,"Lầu 2, Số 13 Đường Lý Tự Trọng",ben nghe,1,,kinh doanh dich vu an uong,1455,2023-04-18,,,,,,ho chi minh,chi nhanh 6 cong ty co phan v lotus holdings - nha hang yoshinoya,1,ben nghe,2026-04-17,19.0,True
1456,,YT,,2023-03-30,2023-04-28,,chi nhanh 3 cong ty tnhh mot thanh vien san xuat thuong mai dich vu ca phe nguyen hoang,TRẦN THỊ THANH TUYỀN,40A Cống Quỳnh,nguyen cu trinh,1,,kinh doanh dich vu an uong,1456,2023-04-18,,,,,,ho chi minh,chi nhanh 3 cong ty tnhh mot thanh vien san xuat thuong mai dich vu ca phe nguyen hoang,1,nguyen cu trinh,2026-04-17,19.0,True
1457,,YT,,2023-03-30,2023-04-28,,cong ty tnhh h f&b,HYUN BYUNGWOO,"Gian 813, Tầng 4, Trung tâm thương mại Nowzone Fashion Mall, 235 Nguyễn Văn Cừ",nguyen cu trinh,1,,kinh doanh dich vu an uong,1457,2023-04-18,,,,,,ho chi minh,cong ty tnhh h f&b,1,nguyen cu trinh,2026-04-17,19.0,True
1458,,NN,,2023-04-07,2023-05-04,,chi nhanh cong ty tnhh mot thanh vien ca phe nguyen hoang,,"76/5T Đường Võ Thị Hồi, Ấp Xuân Thới Đông 3",xuan thoi đong,hoc mon,,"che bien: ca phe hat, ca phe bot",1458,2023-04-18,,,,,,ho chi minh,chi nhanh cong ty tnhh mot thanh vien ca phe nguyen hoang,hoc mon,xuan thoi đong,2026-04-17,11.0,True
1459,,CT,,2023-04-07,2023-05-11,,đia điem kinh doanh winmart+ hcm 592 - chi nhanh ho chi minh - cong ty co phan dich vu thuong mai tong hop wincommerce,PHẠM THỊ THU HƯƠNG,3/22A Đông Thạnh 2-3-1,đong thanh,hoc mon,,ban le nhom san pham theo danh muc,1459,2023-04-18,,,,,,ho chi minh,đia điem kinh doanh winmart+ hcm 592 - chi nhanh ho chi minh - cong ty co phan dich vu thuong mai tong hop wincommerce,hoc mon,đong thanh,2026-04-17,11.0,True
1460,,CT,,2023-04-07,2023-05-10,,chi nhanh tong cong ty thuong mai sai gon - tnhh mot thanh vien - trung tam đieu hanh cua hang tien loi satra (satrafoods) – cua hang thuc pham tien loi satrafoods,TRẦN QUANG THUẬN,"110 Nguyễn Bình, ấp 2",phu xuan,nha be,,ban le nhom san pham theo danh muc,1460,2023-04-18,,,,,,ho chi minh,chi nhanh tong cong ty thuong mai sai gon - tnhh mot thanh vien - trung tam đieu hanh cua hang tien loi satra (satrafoods) – cua hang thuc pham tien loi satrafoods,nha be,phu xuan,2026-04-17,11.0,True
1461,,CT,,2023-04-07,2023-05-10,,chi nhanh tong cong ty thuong mai sai gon - tnhh mot thanh vien - trung tam đieu hanh cua hang tien loi satra (satrafoods) – cua hang thuc pham tien loi satrafoods,TRẦN QUANG THUẬN,"444 Nguyễn Văn Tạo, Ấp 2",long thoi,nha be,,ban le nhom san pham theo danh muc,1461,2023-04-18,,,,,,ho chi minh,chi nhanh tong cong ty thuong mai sai gon - tnhh mot thanh vien - trung tam đieu hanh cua hang tien loi satra (satrafoods) – cua hang thuc pham tien loi satrafoods,nha be,long thoi,2026-04-17,11.0,True
1462,,CT,,2023-04-06,2023-05-09,,đia điem kinh doanh cong ty tnhh mot thanh vien an phu,LÊ MINH ÁNH,36 Thảo Điền,thao đien,thu đuc,,ban le nhom san pham theo danh muc,1462,2023-04-18,,,,,,ho chi minh,đia điem kinh doanh cong ty tnhh mot thanh vien an phu,thu đuc,thao đien,2026-04-17,12.0,True
